Title,Price,Image URL,Product URL,Description,SKU,Stock
Zigzagoon,£83.00,https://scrapeme.live/wp-content/uploads/2018/08/263-350x350.png,https://scrapeme.live/shop/Zigzagoon/,The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.,5175,281 in stock
Linoone,£81.00,https://scrapeme.live/wp-content/uploads/2018/08/264-350x350.png,https://scrapeme.live/shop/Linoone/,"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.",5845,24 in stock
Wurmple,£195.00,https://scrapeme.live/wp-content/uploads/2018/08/265-350x350.png,https://scrapeme.live/shop/Wurmple/,Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,4841,34 in stock
Silcoon,£80.00,https://scrapeme.live/wp-content/uploads/2018/08/266-350x350.png,https://scrapeme.live/shop/Silcoon/,"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.",4018,86 in stock
Beautifly,£145.00,https://scrapeme.live/wp-content/uploads/2018/08/267-350x350.png,https://scrapeme.live/shop/Beautifly/,"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.",4100,42 in stock
Cascoon,£166.00,https://scrapeme.live/wp-content/uploads/2018/08/268-350x350.png,https://scrapeme.live/shop/Cascoon/,"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.",3702,122 in stock
Dustox,£91.00,https://scrapeme.live/wp-content/uploads/2018/08/269-350x350.png,https://scrapeme.live/shop/Dustox/,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.",4491,23 in stock
Lotad,£161.00,https://scrapeme.live/wp-content/uploads/2018/08/270-350x350.png,https://scrapeme.live/shop/Lotad/,"Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.",5098,187 in stock
Lombre,£79.00,https://scrapeme.live/wp-content/uploads/2018/08/271-350x350.png,https://scrapeme.live/shop/Lombre/,"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.",9674,203 in stock
Ludicolo,£189.00,https://scrapeme.live/wp-content/uploads/2018/08/272-350x350.png,https://scrapeme.live/shop/Ludicolo/,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.",6718,181 in stock
Seedot,£26.00,https://scrapeme.live/wp-content/uploads/2018/08/273-350x350.png,https://scrapeme.live/shop/Seedot/,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,8692,28 in stock
Nuzleaf,£26.00,https://scrapeme.live/wp-content/uploads/2018/08/274-350x350.png,https://scrapeme.live/shop/Nuzleaf/,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,3835,216 in stock
Shiftry,£157.00,https://scrapeme.live/wp-content/uploads/2018/08/275-350x350.png,https://scrapeme.live/shop/Shiftry/,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,6957,232 in stock
Taillow,£85.00,https://scrapeme.live/wp-content/uploads/2018/08/276-350x350.png,https://scrapeme.live/shop/Taillow/,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",5591,204 in stock
Swellow,£88.00,https://scrapeme.live/wp-content/uploads/2018/08/277-350x350.png,https://scrapeme.live/shop/Swellow/,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",6736,257 in stock
Wingull,£153.00,https://scrapeme.live/wp-content/uploads/2018/08/278-350x350.png,https://scrapeme.live/shop/Wingull/,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,4325,41 in stock
Pelipper,£158.00,https://scrapeme.live/wp-content/uploads/2018/08/279-350x350.png,https://scrapeme.live/shop/Pelipper/,"Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.",2276,296 in stock
Ralts,£151.00,https://scrapeme.live/wp-content/uploads/2018/08/280-350x350.png,https://scrapeme.live/shop/Ralts/,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.",1217,35 in stock
Kirlia,£186.00,https://scrapeme.live/wp-content/uploads/2018/08/281-350x350.png,https://scrapeme.live/shop/Kirlia/,"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.",1243,148 in stock
Gardevoir,£34.00,https://scrapeme.live/wp-content/uploads/2018/08/282-350x350.png,https://scrapeme.live/shop/Gardevoir/,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,8609,178 in stock
Surskit,£112.00,https://scrapeme.live/wp-content/uploads/2018/08/283-350x350.png,https://scrapeme.live/shop/Surskit/,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.",4453,41 in stock
Masquerain,£39.00,https://scrapeme.live/wp-content/uploads/2018/08/284-350x350.png,https://scrapeme.live/shop/Masquerain/,"Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.",4576,99 in stock
Shroomish,£31.00,https://scrapeme.live/wp-content/uploads/2018/08/285-350x350.png,https://scrapeme.live/shop/Shroomish/,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",8176,160 in stock
Breloom,£113.00,https://scrapeme.live/wp-content/uploads/2018/08/286-350x350.png,https://scrapeme.live/shop/Breloom/,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,7305,250 in stock
Slakoth,£69.00,https://scrapeme.live/wp-content/uploads/2018/08/287-350x350.png,https://scrapeme.live/shop/Slakoth/,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.",6989,300 in stock
Vigoroth,£25.00,https://scrapeme.live/wp-content/uploads/2018/08/288-350x350.png,https://scrapeme.live/shop/Vigoroth/,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.",9710,299 in stock
Slaking,£119.00,https://scrapeme.live/wp-content/uploads/2018/08/289-350x350.png,https://scrapeme.live/shop/Slaking/,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",3413,145 in stock
Nincada,£38.00,https://scrapeme.live/wp-content/uploads/2018/08/290-350x350.png,https://scrapeme.live/shop/Nincada/,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,4001,239 in stock
Ninjask,£161.00,https://scrapeme.live/wp-content/uploads/2018/08/291-350x350.png,https://scrapeme.live/shop/Ninjask/,"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.",5002,276 in stock
Shedinja,£128.00,https://scrapeme.live/wp-content/uploads/2018/08/292-350x350.png,https://scrapeme.live/shop/Shedinja/,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,2572,152 in stock
Whismur,£137.00,https://scrapeme.live/wp-content/uploads/2018/08/293-350x350.png,https://scrapeme.live/shop/Whismur/,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.",1446,216 in stock
Loudred,£145.00,https://scrapeme.live/wp-content/uploads/2018/08/294-350x350.png,https://scrapeme.live/shop/Loudred/,"Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.",8065,95 in stock
Exploud,£161.00,https://scrapeme.live/wp-content/uploads/2018/08/295-350x350.png,https://scrapeme.live/shop/Exploud/,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.,2334,89 in stock
Makuhita,£30.00,https://scrapeme.live/wp-content/uploads/2018/08/296-350x350.png,https://scrapeme.live/shop/Makuhita/,"Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy.",2035,109 in stock
Hariyama,£176.00,https://scrapeme.live/wp-content/uploads/2018/08/297-350x350.png,https://scrapeme.live/shop/Hariyama/,"Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock.",2656,275 in stock
Azurill,£70.00,https://scrapeme.live/wp-content/uploads/2018/08/298-350x350.png,https://scrapeme.live/shop/Azurill/,"Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail.",7001,37 in stock
Nosepass,£41.00,https://scrapeme.live/wp-content/uploads/2018/08/299-350x350.png,https://scrapeme.live/shop/Nosepass/,"Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year.",5893,111 in stock
Skitty,£156.00,https://scrapeme.live/wp-content/uploads/2018/08/300-350x350.png,https://scrapeme.live/shop/Skitty/,"Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.",7257,27 in stock
